patent_id,application_number,title,abstract,inventors,assignee,status,filing_date,url,source_query,last_updated_utc,llm_summary,pmid,journal,pubdate,year,month,day,authors,rochester_authors,affiliations,authors_display
19144900,19144900,ARTIFICIAL-INTELLIGENCE-BASED DEVICE AND METHOD FOR EVALUATING CARDIAC STRAIN THROUGH ELECTROCARDIOGRAPHY,No abstract available.,,Assignee unavailable,Sent to Classification contractor,2026-06-17,https://patentcenter.uspto.gov/applications/19144900,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,19144900,USPTO Patent Application - Assignee unavailable,"Jun 17, 2026",2026,Jun,17,,,,
18688798,18688798,Process control system for standardized blood pressure measurement and implementation method,No abstract available.,,Assignee unavailable,Sent to Classification contractor,2026-06-17,https://patentcenter.uspto.gov/applications/18688798,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18688798,USPTO Patent Application - Assignee unavailable,"Jun 17, 2026",2026,Jun,17,,,,
90016398,90016398,SEED CARRIER WITH PIVOTING CONVEYOR,No abstract available.,,Assignee unavailable,Reexam Assigned to Examiner for Determination,2026-06-16,https://patentcenter.uspto.gov/applications/90016398,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,90016398,USPTO Patent Application - Assignee unavailable,"Jun 16, 2026",2026,Jun,16,,,,
90016397,90016397,GENERAL PURPOSE ROBOTICS OPERATING SYSTEM WITH UNMANNED AND AUTONOMOUS VEHICLE EXTENSIONS,No abstract available.,,Assignee unavailable,Reexam Assigned to Examiner for Determination,2026-06-15,https://patentcenter.uspto.gov/applications/90016397,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,90016397,USPTO Patent Application - Assignee unavailable,"Jun 15, 2026",2026,Jun,15,,,,
90016396,90016396,"PROCESSED SLABS, AND SYSTEMS AND METHODS RELATED THERETO",No abstract available.,,Assignee unavailable,Reexam Assigned to Examiner for Determination,2026-06-15,https://patentcenter.uspto.gov/applications/90016396,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,90016396,USPTO Patent Application - Assignee unavailable,"Jun 15, 2026",2026,Jun,15,,,,
19491918,19491918,WEARABLE HOT-COMPRESS BREAST PUMP AND METHOD FOR CONTROLLING HOT-COMPRESS BREAST PUMPS,No abstract available.,,Assignee unavailable,Sent to Classification contractor,2026-06-15,https://patentcenter.uspto.gov/applications/19491918,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,19491918,USPTO Patent Application - Assignee unavailable,"Jun 15, 2026",2026,Jun,15,,,,
90016395,90016395,Lamp,No abstract available.,,Assignee unavailable,Reexam Assigned to Examiner for Determination,2026-06-13,https://patentcenter.uspto.gov/applications/90016395,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,90016395,USPTO Patent Application - Assignee unavailable,"Jun 13, 2026",2026,Jun,13,,,,
90016394,90016394,"SYSTEMS AND METHODS FOR ARTERIAL ACCESS, DIAGNOSIS, AND THERAPY",No abstract available.,,Assignee unavailable,Reexam Assigned to Examiner for Determination,2026-06-12,https://patentcenter.uspto.gov/applications/90016394,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,90016394,USPTO Patent Application - Assignee unavailable,"Jun 12, 2026",2026,Jun,12,,,,
90016393,90016393,DOUBLE DATA RATE CIRCUIT AND DATA GENERATION METHOD IMPLEMENTING PRECISE DUTY CYCLE CONTROL,No abstract available.,,Assignee unavailable,Reexam Assigned to Examiner for Determination,2026-06-12,https://patentcenter.uspto.gov/applications/90016393,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,90016393,USPTO Patent Application - Assignee unavailable,"Jun 12, 2026",2026,Jun,12,,,,
19168375,19168375,"INFORMATION PROCESSING APPARATUS, CHARACTERISTIC PREDICTION METHOD, AND CONTROL PROGRAM",No abstract available.,,Assignee unavailable,Sent to Classification contractor,2026-06-12,https://patentcenter.uspto.gov/applications/19168375,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,19168375,USPTO Patent Application - Assignee unavailable,"Jun 12, 2026",2026,Jun,12,,,,
19140283,19140283,"AROMATIC SUBSTITUENT-CONTAINING (HETERO) ARYL-IMIDAZOLE COMPOUND, AND PREPARATION METHOD THEREFOR AND USE THEREOF",No abstract available.,,Assignee unavailable,Sent to Classification contractor,2026-06-12,https://patentcenter.uspto.gov/applications/19140283,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,19140283,USPTO Patent Application - Assignee unavailable,"Jun 12, 2026",2026,Jun,12,,,,
19137534,19137534,WAFER PROCESSING METHOD AND INTEGRATED ETCHING-DEPOSITION EQUIPMENT FOR WAFER PROCESSING,No abstract available.,,Assignee unavailable,Sent to Classification contractor,2026-06-12,https://patentcenter.uspto.gov/applications/19137534,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,19137534,USPTO Patent Application - Assignee unavailable,"Jun 12, 2026",2026,Jun,12,,,,
19132296,19132296,METHOD AND APPARATUS FOR CODEWORD-SPECIFIC SEMI-PERSISTENT SCHEDULING RELEASE,No abstract available.,,Assignee unavailable,Sent to Classification contractor,2026-06-12,https://patentcenter.uspto.gov/applications/19132296,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,19132296,USPTO Patent Application - Assignee unavailable,"Jun 12, 2026",2026,Jun,12,,,,
18720646,18720646,Asynchronous-synchronous Concurrent Two-Stage Analog to Digital Converter and Working Method Therefor,No abstract available.,,Assignee unavailable,Sent to Classification contractor,2026-06-12,https://patentcenter.uspto.gov/applications/18720646,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18720646,USPTO Patent Application - Assignee unavailable,"Jun 12, 2026",2026,Jun,12,,,,
18719189,18719189,BATTERY PACK AND VEHICLE COMPRISING THE SAME,No abstract available.,,Assignee unavailable,Docketed New Case - Ready for Examination,2026-06-12,https://patentcenter.uspto.gov/applications/18719189,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18719189,USPTO Patent Application - Assignee unavailable,"Jun 12, 2026",2026,Jun,12,,,,
18884530,18884530,COLOR-PERCEPTION-GUIDED DISPLAY POWER REDUCTION FOR EXTENDED REALITY,No abstract available.,,Assignee unavailable,Patented Case,2024-09-13,https://patentcenter.uspto.gov/applications/18884530,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18884530,USPTO Patent Application - Assignee unavailable,"Sep 13, 2024",2024,Sep,13,,,,
18728224,18728224,Quantized Bistable Resistively-coupled Ising Machine,No abstract available.,,Assignee unavailable,Notice of Allowance Mailed -- Application Received in Office of Publications,2024-07-11,https://patentcenter.uspto.gov/applications/18728224,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18728224,USPTO Patent Application - Assignee unavailable,"Jul 11, 2024",2024,Jul,11,,,,
18765983,18765983,Reverberant Shear Wave Field Estimation of Body Properties,No abstract available.,,Assignee unavailable,Patented Case,2024-07-08,https://patentcenter.uspto.gov/applications/18765983,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18765983,USPTO Patent Application - Assignee unavailable,"Jul 08, 2024",2024,Jul,8,,,,
18618131,18618131,LITHOGRAPHY-FREE INTEGRATED PHOTONIC FPGA,No abstract available.,,Assignee unavailable,Patented Case,2024-03-27,https://patentcenter.uspto.gov/applications/18618131,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18618131,USPTO Patent Application - Assignee unavailable,"Mar 27, 2024",2024,Mar,27,,,,
18596217,18596217,ANTI-INFLUENZA NEURAMINIDASE MONOCLONAL ANTIBODIES AND USES THEREOF,No abstract available.,,Assignee unavailable,Patented Case,2024-03-05,https://patentcenter.uspto.gov/applications/18596217,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18596217,USPTO Patent Application - Assignee unavailable,"Mar 05, 2024",2024,Mar,5,,,,
18537398,18537398,METHODS AND MATERIALS FOR USING RUMINOCOCCUS GNAVUS OR CLOSTRIDIUM SPOROGENES TO TREAT GASTROINTESTINAL DISORDERS,No abstract available.,,Assignee unavailable,Patented Case,2023-12-12,https://patentcenter.uspto.gov/applications/18537398,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18537398,USPTO Patent Application - Assignee unavailable,"Dec 12, 2023",2023,Dec,12,,,,
18535389,18535389,"Device, System And Method For The Detection And Screening of Plastic Microparticles",No abstract available.,,Assignee unavailable,Patented Case,2023-12-11,https://patentcenter.uspto.gov/applications/18535389,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18535389,USPTO Patent Application - Assignee unavailable,"Dec 11, 2023",2023,Dec,11,,,,
18519450,18519450,DRIVEN-CAVITY FEMTOSECOND SOURCES,No abstract available.,,Assignee unavailable,Patented Case,2023-11-27,https://patentcenter.uspto.gov/applications/18519450,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18519450,USPTO Patent Application - Assignee unavailable,"Nov 27, 2023",2023,Nov,27,,,,
18563831,18563831,Systems and Methods for Noise Suppression in Microvessel Ultrasound Imaging,No abstract available.,,Assignee unavailable,Publications -- Issue Fee Payment Received,2023-11-22,https://patentcenter.uspto.gov/applications/18563831,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18563831,USPTO Patent Application - Assignee unavailable,"Nov 22, 2023",2023,Nov,22,,,,
18515408,18515408,METHODS FOR ULTRAVIOLET EXCITATION MICROSCOPY OF BIOLOGICAL SURFACES,No abstract available.,,Assignee unavailable,Patented Case,2023-11-21,https://patentcenter.uspto.gov/applications/18515408,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18515408,USPTO Patent Application - Assignee unavailable,"Nov 21, 2023",2023,Nov,21,,,,
18561254,18561254,Systems and Methods for Plane Wave Compounding in Ultrasound Imaging,No abstract available.,,Assignee unavailable,Patented Case,2023-11-15,https://patentcenter.uspto.gov/applications/18561254,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18561254,USPTO Patent Application - Assignee unavailable,"Nov 15, 2023",2023,Nov,15,,,,
18480280,18480280,"SYSTEMS, MODELS, AND METHODS FOR SIMULATING SURGERY ON ANATOMICAL ORGANS",No abstract available.,,Assignee unavailable,Patented Case,2023-10-03,https://patentcenter.uspto.gov/applications/18480280,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18480280,USPTO Patent Application - Assignee unavailable,"Oct 03, 2023",2023,Oct,3,,,,
18369281,18369281,SYSTEM AND METHOD FOR ATTACHING OPTICAL FIBERS TO CHIPS,No abstract available.,,Assignee unavailable,Patented Case,2023-09-18,https://patentcenter.uspto.gov/applications/18369281,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18369281,USPTO Patent Application - Assignee unavailable,"Sep 18, 2023",2023,Sep,18,,,,
18280183,18280183,Pipe Supports and Pipe Support Kits,No abstract available.,,Assignee unavailable,Patented Case,2023-09-01,https://patentcenter.uspto.gov/applications/18280183,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18280183,USPTO Patent Application - Assignee unavailable,"Sep 01, 2023",2023,Sep,1,,,,
18237809,18237809,SUPERCONDUCTIVE INTEGRATED CIRCUIT DEVICES WITH ON-CHIP TESTING,No abstract available.,,Assignee unavailable,Patented Case,2023-08-24,https://patentcenter.uspto.gov/applications/18237809,"(""Rochester"" AND (""MN"" OR ""Minnesota"")) AND (applicationMetaData.filingDate:[2006-06-26 TO *] OR filingDate:[2006-06-26 TO *] OR applicationMetaData.publicationDate:[2006-06-26 TO *] OR publicationDate:[2006-06-26 TO *])",2026-06-26T01:54:23Z,AI summary pending: set ANTHROPIC_API_KEY or OPENAI_API_KEY in query_uspto workflow secrets.,18237809,USPTO Patent Application - Assignee unavailable,"Aug 24, 2023",2023,Aug,24,,,,
